region,value
Europe,258.1429443
Europe,84.40792847
Europe,306.0486755
Europe,5.434501648
Europe,1490.833252
Europe,333.1873169
Europe,122.2794418
Europe,0.370072514
Europe,1.072719812
Europe,0.259626091
Europe,0.454024404
Europe,2.17237854
Europe,3.211756229
Europe,0.620630741
Europe,0.325042188
Europe,1.15568614
Europe,538.1171265
Europe,104.0690155
Europe,402.5570068
Europe,9.048155785
Europe,2294.90332
Europe,427.3616638
Europe,143.3134766
Europe,0.281182796
Europe,0.012662565
Europe,0.083760478
Europe,0.001920453
Europe,2.97441E-06
Europe,0.002100206
Europe,0.020848254
Europe,111.4498367
Europe,0.172620654
Europe,121.8104477
Europe,1207.599731
Europe,0.424938619
Europe,3.074157953
Europe,3.876225948
Europe,3.876225948
Europe,0.575660765
Europe,0.124433376
Europe,0.017256182
Europe,1.864304304
Europe,0.417819798
Europe,9.962501526
Europe,1.160230517
Europe,3.876225948
Europe,0.002689671
Europe,4.04995E-06
Europe,0.002382072
Europe,0.031322658
Europe,156.0950775
Europe,0.235019788
Europe,138.1480408
Europe,1814.954224
Europe,37536
Europe,236522
Europe,2013
Europe,85
Europe,445
Europe,1
Europe,35814
Europe,1316
Europe,746295
Europe,625950
Europe,6662
Europe,831
Europe,1491
Europe,42
Europe,151360
Europe,7268
Europe,1758687.625
Europe,1400392.875
Europe,759.3409424
Europe,117.4764252
Europe,529.1548462
Europe,12.8036871
Europe,4064.464111
Europe,1316
Europe,746295
Europe,625950
Europe,6662
Europe,831
Europe,1491
Europe,42
Europe,151360
Europe,7268
Europe,1758687.625
Europe,1400392.875
Europe,759.3409424
Europe,117.4764252
Europe,529.1548462
Europe,12.8036871
Europe,4064.464111
Europe,755.6289673
Europe,172.3621063
Europe,0.859425426
Europe,0.002689671
Europe,4.04995E-06
Europe,0.002382072
Europe,0.031322658
Europe,156.0950775
Europe,0.235019788
Europe,138.1480408
Europe,1814.954224
Europe,37536
Europe,236522
Europe,2013
Europe,85
Europe,445
Europe,1
Europe,35814
Europe,0.124433376
Europe,0.017256182
Europe,0.575660765
Europe,156.0950775
Europe,0.235019788
Europe,138.1480408
Europe,1814.954224
Europe,759.3409424
Europe,117.4764252
Europe,529.1548462
Europe,12.8036871
Europe,4064.464111
Europe,755.6289673
Europe,172.3621063
Europe,0.859425426
Europe,1.864304304
Europe,755.6289673
Europe,172.3621063
Europe,0.859425426
Europe,0.002689671
Europe,4.04995E-06
Europe,0.002382072
Europe,0.031322658
Europe,0.417819798
Europe,1.160230517
Europe,9.962501526
Europe,0.575660765
Europe,0.124433376
Europe,0.017256182
Europe,1.864304304
Europe,0.417819798
Europe,9.962501526
Europe,1.160230517
Europe,2.312571526
Europe,16.6178093
Europe,0.555556297
Europe,2.671753407
Europe,0.04034454
Europe,0.188250333
Europe,0.6929425
Europe,5.994206905
Europe,16.6178093
Europe,2.312571526
Europe,0.555556297
Europe,2.671753407
Europe,971.9663086
Europe,124.5246582
Europe,609.3525391
Europe,9.873072624
Europe,6748.46875
Europe,1297.99231
Europe,196.7017822
Europe,32.80973434
Europe,0.6929425
Europe,0.04034454
Europe,0.188250333
Europe,43901
Europe,289303
Europe,2872
Europe,117
Europe,490
Europe,165
Europe,56152
Europe,3170
Europe,1233030
Europe,1051908
Europe,8326
Europe,902
Europe,1764
Europe,1845
Europe,162468
Europe,6189
Europe,2998894.75
Europe,2459850.25
Europe,971.9663086
Europe,124.5246582
Europe,609.3525391
Europe,9.873072624
Europe,6748.46875
Europe,1297.99231
Europe,196.7017822
Europe,32.80973434
Europe,0.004197028
Europe,1.43138E-05
Europe,0.003288526
Europe,0.06577377
Europe,243.5801544
Europe,0.830501795
Europe,190.739502
Europe,3813.172119
Europe,43901
Europe,289303
Europe,2872
Europe,117
Europe,490
Europe,165
Europe,56152
Europe,3170
Europe,1233030
Europe,1051908
Europe,8326
Europe,902
Europe,1764
Europe,1845
Europe,162468
Europe,6189
Europe,2998894.75
Europe,2459850.25
Europe,971.9663086
Europe,124.5246582
Europe,609.3525391
Europe,9.873072624
Europe,6748.46875
Europe,1297.99231
Europe,196.7017822
Europe,32.80973434
Europe,0.004197028
Europe,1.43138E-05
Europe,0.003288526
Europe,0.06577377
Europe,243.5801544
Europe,0.830501795
Europe,190.739502
Europe,3813.172119
Europe,0.004197028
Europe,1.43138E-05
Europe,0.003288526
Europe,0.06577377
Europe,243.5801544
Europe,0.830501795
Europe,190.739502
Europe,3813.172119
Europe,2.312571526
Europe,16.6178093
Europe,0.555556297
Europe,2.671753407
Europe,0.04034454
Europe,0.188250333
Europe,0.6929425
Europe,5.994206905
Europe,5.994206905
Europe,27
Europe,10
Europe,2
Europe,0.368109316
Europe,18
Europe,5
Europe,26
Europe,6
Europe,57121.41406
Europe,2252.079102
Europe,12080.35938
Europe,3851.322998
Europe,462325.9063
Europe,37764.85938
Europe,2866594.5
Europe,2064409
Europe,181393.8438
Europe,6752.192871
Europe,26812.29492
Europe,4596.435059
Europe,1532094.75
Europe,139732.2656
Europe,10872348
Europe,9193771
Europe,22995.91602
Europe,576.2598267
Europe,2505.159912
Europe,108.2738266
Europe,5370.854004
Europe,1047.890991
Europe,24242.74219
Europe,19779.5957
Europe,0.099826679
Europe,0.0211962
Europe,0.036109321
Europe,0.242144093
Europe,5792.217285
Europe,1229.008179
Europe,2095.035645
Europe,14045.52734
Europe,0.098754846
Europe,0.009712031
Europe,0.028859388
Europe,197522
Europe,1193570
Europe,215298.0469
Europe,1298764.625
Europe,0.235682651
Europe,5731.455566
Europe,563.5288086
Europe,1674.525146
Europe,13671.06152
Europe,65883.08594
Europe,2847.455078
Europe,22337.54492
Europe,8288.249023
Europe,634453.3125
Europe,71141.82813
Europe,3589308.25
Europe,1705778.875
Europe,200874.8438
Europe,12138.60156
Europe,53988.12109
Europe,23151.5918
Europe,2110841.5
Europe,228601.7656
Europe,13517978
Europe,7947332.5
Europe,24441.38672
Europe,679.6975708
Europe,5351.666504
Europe,645.0307007
Europe,7291.757324
Europe,1260.914307
Europe,29505.91016
Europe,31
Europe,11
Europe,4
Europe,0.90324384
Europe,25
Europe,7
Europe,28
Europe,7
Europe,16623.69531
Europe,84903.64844
Europe,5012.46582
Europe,92048.01563
Europe,13114.13574
Europe,1118730.25
Europe,102509.1797
Europe,7613772
Europe,2118722.5
Europe,534477.875
Europe,32546.33984
Europe,340539.4063
Europe,80368.49219
Europe,6354008
Europe,647106.875
Europe,41447948
Europe,17060874
Europe,62155.32813
Europe,2403.820068
Europe,35480.33984
Europe,2642.105225
Europe,22721.17773
Europe,4477.648438
Europe,92933.42969
Europe,40850.96875
Europe,18
Europe,52
Europe,19
Europe,50
Europe,5
Europe,17
Europe,25
Europe,56
Europe,0.243864477
Europe,0.127081513
Europe,0.096066065
Europe,0.58449024
Europe,14149.21973
Europe,7367.446777
Europe,5576.016602
Europe,33908.61328
Europe,0.310948282
Europe,0.060023516
Europe,0.089234874
Europe,0.510363877
Europe,18046.90234
Europe,3483.036865
Europe,5179.662109
Europe,29608.67383
Europe,451605.0313
Europe,1956454
Europe,367688.875
Europe,1598203
Europe,101059.1797
Europe,4516.726074
Europe,23012.25
Europe,29825.44336
Europe,895148.75
Europe,83519.64844
Europe,4818422.5
Europe,2493734
Europe,581348.4375
Europe,23702.42969
Europe,133851.1094
Europe,95379.67188
Europe,5180995.5
Europe,449230.9063
Europe,28265078
Europe,19754668
Europe,72207.9375
Europe,2129.740723
Europe,14086.17383
Europe,3027.742188
Europe,18496.83984
Europe,3147.93335
Europe,63633.57813
Europe,36323.39063
Europe,15
Europe,38
Europe,15
Europe,39
Europe,2
Europe,7
Europe,24
Europe,48
Finland,30
Finland,56
Finland,0.02475227
Finland,0.002485432
Finland,0.0103892
Finland,0.166752055
Finland,109
Finland,128
Finland,128
Finland,51
Finland,50
Finland,296
Finland,168
Finland,169
Finland,17
Finland,250
Finland,0.210562915
Finland,0.020120168
Finland,0.039679173
Finland,0.412375003
Finland,26
Finland,357
Finland,360
Finland,257
Finland,569
Finland,183
Finland,243
Finland,973
Finland,442
Finland,614
Finland,130
Finland,706
Finland,0.625405133
Finland,0.067113683
Finland,0.137727335
Finland,1.188280106
Finland,0.465305269
Finland,141
Finland,706
Finland,844
Finland,1207
Finland,2441
Finland,223
Finland,13
Finland,13
Finland,22
Finland,22
Finland,2
Finland,44
Finland,210
Finland,502
Finland,2
Finland,5719
Finland,2553
Finland,1449
Finland,141
Finland,706
Finland,0.822614431
Finland,0.059101656
Finland,0.389105052
Finland,0.280451268
Finland,0.133281887
Finland,2.512666225
Finland,0.299379051
Finland,0.645723045
Finland,4.524879932
Finland,0.160106197
Finland,0.355684429
Finland,0.386841238
Finland,0.787422359
Finland,225
Finland,706
Finland,2404
Finland,4932
Finland,13095
Finland,2
Finland,776
Finland,256
Finland,55
Finland,21
Finland,21
Finland,62
Finland,62
Finland,58
Finland,2
Finland,312
Finland,2
Finland,1897
Finland,39
Finland,40
Finland,24704
Finland,5983
Finland,4661
Finland,338
Finland,1786
Finland,2.326164246
Finland,0.056882821
Finland,7.587723732
Finland,0.380645096
Finland,0.005828071
Finland,0.216925532
Finland,6.900235653
Finland,1.223790288
Finland,2.325978756
Finland,18.12731361
Finland,0.340529829
Finland,0.020398248
Finland,1.308207393
Finland,8.802817345
Finland,0.170357749
Finland,3.264133692
Finland,408
Finland,3870
Finland,9697
Finland,13231
Finland,45621
Finland,4245
Finland,25
Finland,107
Finland,7
Finland,39
Finland,444
Finland,5
Finland,129
Finland,87
Finland,87
Finland,2
Finland,271
Finland,340
Finland,2
Finland,796
Finland,38
Finland,9
Finland,182
Finland,191
Finland,10151
Finland,76990
Finland,20163
Finland,22921
Finland,767
Finland,5820
Finland,2.605956554
Finland,0.065685742
Finland,50
Finland,2.931823492
Finland,0.009496576
Finland,0.284362674
Finland,30.78063393
Finland,3.626074314
France,0.270865083
France,0.021996191
France,0.013581019
France,0.204383314
France,16
France,16
France,90
France,795
France,0.033866741
France,0.000936277
France,0.008460826
France,1522
France,210
France,187
France,304
France,2934
France,96.16000366
France,96.16000366
France,2630
France,260
France,3199
France,0.126156911
France,0.009327195
France,0.068529442
France,1677
France,100
France,37
France,21
France,0.417460144
France,0.015114941
France,0.049519528
France,0.307017535
France,0.410913885
France,0.081698403
France,0.016793262
France,1.018230319
France,25
France,62
France,110
France,3645
France,9
France,800
France,0.139442176
France,0.028726913
France,0.337208182
France,6844
France,300
France,5661
France,697.1599731
France,601
France,8595
France,17376
France,834
France,1531.160034
France,8781
France,360
France,11957
France,0.54725486
France,0.059121545
France,0.241783187
France,102
France,1700
France,5113
France,110
France,86
France,24
France,1.488951564
France,0.017031822
France,0.110446952
France,0.343396753
France,0.67831099
France,0.160288841
France,0.019020673
France,1.285962462
France,40
France,126
France,120
France,4485
France,114
France,1700
France,0.333207041
France,0.097702295
France,0.715517402
France,16442
France,430
France,10567
France,3599.159912
France,2068
France,27943
France,45213
France,5677
France,9276.160156
France,17270
France,630
France,21358
France,10
France,1.216554284
France,0.169437155
France,0.436493248
France,580
France,9865
France,4916
France,110
France,177
France,51
France,1.590982437
France,0.017712126
France,0.218138635
France,0.692652464
France,1.137397647
France,0.305033296
France,0.016202267
France,74
France,251
France,1
France,1
France,100
France,5546
France,998
France,18620
France,0.553490698
France,1.926825762
France,0.261544317
France,1.486894965
France,9
France,26904
France,1000
France,21758
France,17025.16016
France,7749
France,66971
France,92954
France,11614
France,25819.16016
France,25983
France,1600
France,32924
France,5
France,1.807969689
France,0.36951226
France,1.903513193
France,0.681455731
France,1031
France,20153
France,6020
France,100
France,1
France,1
France,251
France,17
France,10
France,0.017825034
France,0.301171154
France,0.268223405
France,0.001949014
France,0.009015019
France,1.461143255
France,0.404180646
France,0.019328183
France,20
France,91
France,342
France,5
France,1
France,100
France,1713
France,22569
France,0.853298962
France,2.411592722
France,0.512830853
France,2.183811903
France,8103
France,41027
France,2470
France,31055
France,41467.16016
France,15648
France,124009
France,166809
France,18549
France,60016.16016
France,42800
France,4170
France,49027
France,8000
France,22
France,2.822124243
France,0.59378314
France,2.243803024
France,0.882337332
France,2040
France,27661
France,110
France,1
France,16
France,609
France,267
France,10
France,0.019242927
France,0.706037283
France,3.763744116
France,0.028438883
France,0.014049877
France,2.53899765
France,0.882482708
France,0.020472387
France,10
France,153
France,762
France,6
France,116
France,3284
France,30843
France,1.051923513
France,2.958364725
France,1.289523959
France,11.31617737
France,153
France,8792
France,57837
France,4323
France,110000
France,134603.1563
France,74587
France,281603
France,452466
France,137800
France,170863
France,1500
France,69737
France,11900
France,800
France,272403.1563
France,18.89927673
France,2.245848894
France,2.955550432
France,1.206506968
France,4465
France,49795
France,100
France,10
France,70
France,70
France,1362
France,600
France,0.016247926
France,1.531550765
France,8.823529243
France,0.177540123
Germany,0.008055524
Germany,144
Germany,246
Germany,0.086683229
Germany,0.000532437
Germany,0.004937562
Germany,171
Germany,218
Germany,500
Germany,282
Germany,0.05180585
Germany,0.004040265
Germany,0.018068876
Germany,0.12062107
Germany,1650
Germany,1404
Germany,241
Germany,241
Germany,1398
Germany,1157
Germany,2214
Germany,3864
Germany,0.431775779
Germany,0.051725127
Germany,0.011321086
Germany,0.109235965
Germany,18
Germany,1500
Germany,949
Germany,1449
Germany,2044
Germany,595
Germany,2
Germany,2
Germany,47
Germany,2400
Germany,0.234204069
Germany,0.026664522
Germany,0.072201721
Germany,0.279259056
Germany,9175
Germany,5311
Germany,1620
Germany,3018
Germany,7408
Germany,4390
Germany,8347
Germany,17522
Germany,0.312648743
Germany,0.096065804
Germany,0.055040412
Germany,0.417672575
Germany,116
Germany,2606
Germany,2
Germany,716
Germany,2760
Germany,3773
Germany,1013
Germany,4
Germany,2
Germany,471
Germany,4587
Germany,0.718174875
Germany,0.106638245
Germany,0.129281908
Germany,0.425328642
Germany,29603
Germany,12081
Germany,11111
Germany,18519
Germany,31809.48047
Germany,13290.48047
Germany,11321.51953
Germany,40924.51953
Germany,0.308867216
Germany,0.011895878
Germany,3.277505159
Germany,0.943527281
Germany,0.208212167
Germany,0.160916463
Germany,0.728981137
Germany,1688
Germany,22213
Germany,4
Germany,2445
Germany,6218
Germany,107
Germany,107
Germany,120
Germany,11
Germany,120
Germany,120
Germany,136
Germany,29
Germany,11399
Germany,4471
Germany,4
Germany,1801
Germany,22213
Germany,1.560828328
Germany,0.241188467
Germany,0.37070027
Germany,1.636679769
Germany,0.430650443
Germany,0.342777461
Germany,59087
Germany,25065
Germany,29499
Germany,50474
Germany,81916
Germany,31442
Germany,36062
Germany,95149
Germany,0.36590749
Germany,0.003185288
Germany,1.402628064
Germany,1.909075499
Germany,0.000296682
Germany,0.52516067
Germany,0.387997508
Germany,1.926865697
Germany,2612
Germany,23112
Germany,4
Germany,3
Germany,5294
Germany,16693
Germany,95
Germany,158
Germany,120
Germany,3
Germany,238
Germany,120
Germany,385
Germany,187
Germany,21885
Germany,5192
Germany,249
Germany,4
Germany,5088
Germany,34203
Germany,2.923208475
Germany,0.518249631
Germany,0.664259613
Germany,0.024472291
Germany,1.844804883
Germany,2.965900183
Germany,0.238529533
Germany,0.658116877
Germany,136617
Germany,63281
Germany,45348
Germany,102175
Germany,302644
Germany,200469
Germany,194474
Germany,330780
Germany,1.133096933
Germany,0.40286541
Germany,5.727554321
Germany,3.41072011
Germany,0.054964345
Germany,0.832622349
Germany,1.372667909
Germany,13.53629303
Germany,7456
Germany,37213
Germany,180
Germany,551
Germany,180
Germany,8955
Germany,29487
Germany,370
Germany,755
Germany,129
Germany,302
Germany,92
Germany,134
Germany,590
Germany,13247
Germany,313
Germany,643
Germany,5
Germany,493
Germany,9159
Germany,41813
Germany,25.9868679
Germany,2.849324465
Germany,0.064141698
Germany,5.102885723
Germany,9.190608978
Germany,0.114115335
Germany,0.171759024
Germany,686741
Germany,355961
Germany,325449
Germany,628093
Greece,3
Greece,3
Greece,0.005111081
Greece,5.85456E-05
Greece,0.000822301
Greece,0.054758362
Greece,42
Greece,39
Greece,55
Greece,97
Greece,0.10157641
Greece,0.002306177
Greece,22
Greece,22
Greece,78
Greece,56
Greece,0.004125343
Greece,0.122982517
Greece,138
Greece,41
Greece,53
Greece,191
Greece,0.216840938
Greece,0.007704401
Greece,138
Greece,216
Greece,442
Greece,226
Greece,0.013647549
Greece,0.303584039
Greece,0.282458663
Greece,0.188269377
Greece,279
Greece,88
Greece,13
Greece,13
Greece,1
Greece,1
Greece,22
Greece,0.001203653
Greece,0.003433639
Greece,0.006646814
Greece,0.002183817
Greece,22
Greece,12
Greece,2
Greece,1
Greece,24
Greece,11
Greece,190
Greece,0.137982935
Greece,0.217742294
Greece,0.420650423
Greece,0.022211947
Greece,290
Greece,732
Greece,469
Greece,1148
Greece,2188
Greece,1456
Greece,0.065389164
Greece,2.636551142
Greece,0.762034357
Greece,0.203933001
Greece,679
Greece,14
Greece,38
Greece,3
Greece,5
Greece,29
Greece,161
Greece,0.002766197
Greece,0.01617809
Greece,0.010482432
Greece,79
Greece,1133
Greece,142
Greece,2
Greece,2
Greece,104
Greece,2176
Greece,1.016689062
Greece,6.897816181
Greece,0.201832205
Greece,4785
Greece,6973
Greece,3324
Iceland,5
Iceland,2
Iceland,2
Iceland,14
Iceland,0.048573695
Iceland,0.010157956
Iceland,0.006774674
Iceland,0.059790734
Iceland,0.006792423
Iceland,0.010142502
Iceland,0.048940301
Iceland,14
Iceland,2
Iceland,5
Iceland,12
Iceland,2
Iceland,17
Iceland,1
Iceland,1
Iceland,1
Iceland,0.694444418
Iceland,0.116957285
Iceland,0.010053283
Iceland,0.699300706
Iceland,0.019041272
Iceland,0.311116427
Iceland,0.03289507
Iceland,31
Iceland,9
Iceland,9
Iceland,23
Iceland,32
Iceland,111
Iceland,1.282051325
Iceland,0.067100555
Iceland,0.009881423
Iceland,0.135030344
Iceland,0.030951995
Iceland,1
Iceland,80
Iceland,2
Iceland,14
Iceland,15
Iceland,10
Iceland,195
Iceland,8
Iceland,1
Iceland,0.028608784
Iceland,0.141414121
Iceland,0.047812574
Iceland,0.707964599
Iceland,0.168311462
Iceland,2.144361496
Iceland,305
Iceland,61
Iceland,29
Iceland,6
Iceland,11
Iceland,11
Iceland,166
Iceland,227
Iceland,691
Iceland,3.645352602
Iceland,0.405618578
Iceland,0.513112903
Iceland,0.085209437
Iceland,0.223849669
Iceland,0.025791006
Iceland,1
Iceland,9
Iceland,387
Iceland,19
Iceland,25
Iceland,25
Iceland,39
Iceland,375
Iceland,20
Iceland,1
Iceland,0.022350106
Iceland,0.173495337
Iceland,0.15969862
Iceland,0.78247261
Iceland,0.861990094
Iceland,5.564119816
Iceland,1066
Iceland,1007
Iceland,780
Iceland,40
Iceland,11
Iceland,36
Iceland,32
Iceland,2181
Iceland,3188
Iceland,1910
Iceland,11.70512962
Iceland,1.982886076
Iceland,1.008695602
Iceland,0.255821824
Iceland,0.150649384
Iceland,0.040442895
Iceland,2
Iceland,1
Iceland,29
Iceland,847
Iceland,68
Iceland,27
Iceland,0.362318844
Iceland,7.777777672
Iceland,36
Iceland,114
Iceland,784
Iceland,47
Iceland,14
Iceland,15
Iceland,0.295441926
Iceland,0.175651655
Iceland,0.406199902
Iceland,1.905920506
Iceland,3.271535635
Iceland,17.21910477
Iceland,2684
Iceland,6051
Iceland,2868
Iceland,55
Iceland,40
Iceland,152
Iceland,110
Iceland,1734
Iceland,8003
Iceland,3749
Iceland,22.5996418
Iceland,4.352592468
Iceland,3.53591156
Iceland,0.621998012
Iceland,0.148590326
Iceland,0.295265526
Iceland,15
Iceland,56
Iceland,914
Iceland,172
Iceland,33
Iceland,8
Iceland,8
Iceland,8
Iceland,33
Iceland,221
Iceland,2551
Iceland,52
Iceland,15
Iceland,0.289371133
Iceland,0.146858901
Iceland,0.777298808
Iceland,5.194805145
Iceland,6.389491558
Iceland,52.36977005
Iceland,6271
Iceland,10347
Iceland,2355
Iceland,190
Iceland,288
Iceland,125
Iceland,560
Iceland,4881
Iceland,15228
Iceland,10539
Iceland,71.72873688
Iceland,9.907211304
Iceland,0.240963861
Iceland,0.151309162
Iceland,1
Iceland,4268
Iceland,34
India,0.021044286
India,0.0051753
India,449
India,878
India,1.39334E-05
India,0.801730514
India,2.82015E-05
India,1.622719169
India,1327
India,1428
India,0.006879244
India,0.056377515
India,0.007212003
India,0.012609331
India,191
India,2755
India,3.13293E-05
India,1.802697659
India,3.56813E-05
India,2.053110123
India,2946
India,408
India,0.012193947
India,0.01574344
India,0.038481876
India,0.012696144
India,1000
India,3354
India,4.88485E-05
India,2.810751915
India,5.85971E-05
India,3.371688128
India,4354
India,450
India,0.015192974
India,0.017060358
India,9.737758636
India,10.74418736
India,0.026405031
India,0.015629219
India,729
India,4804
India,25
India,8.54946E-05
India,4.919377804
India,0.000107007
India,6.157193184
India,25
India,222
India,7000
India,918
India,0.021158531
India,0.031369172
India,15.65555954
India,17.70196533
India,0.030032512
India,0.022310406
India,915
India,7915
India,25
India,326.657135
India,0.000139518
India,8.027905464
India,0.000174123
India,10.0190506
India,25
India,326.657135
India,8596
India,681
India,7
India,7
India,0.022869825
India,0.024402309
India,19.22502708
India,0.004057631
India,26.207407
India,0.028983079
India,25
India,535
India,3122
India,43
India,11718
India,50
India,26.207407
India,0.028983079
India,0.000189955
India,10.93006992
India,0.13008289
India,0.029624192
India,0.13008289
India,0.029624192
India,43
India,50
India,3122
India,11718
India,25
India,535
India,0.000189955
India,10.93006992
India,0.029624192
India,0.13008289
India,25
India,535
India,3122
India,43
India,11718
India,50
India,26.207407
India,0.028983079
India,0.000189955
India,10.93006992
India,0.380837023
India,0.059175383
India,32
India,906
India,23416
India,11698
India,91
India,41
India,0.059175383
India,0.380837023
India,32
India,906
India,11698
India,41
India,23416
India,91
India,52.37008286
India,0.052749202
India,0.000336845
India,19.38214874
India,32
India,906
India,11698
India,41
India,23416
India,91
India,52.37008286
India,0.052749202
India,0.000336845
India,19.38214874
India,0.059175383
India,0.380837023
India,0.000336845
India,19.38214874
India,52.37008286
India,0.052749202
India,0.003532645
India,0.00019815
India,0.001249432
India,0.022513442
India,203.2691498
India,11.40159607
India,71.89256287
India,11
India,5
India,0.852428734
India,1
India,0.22656244
India,0.045420766
India,3
India,8
India,1185.26001
India,9.529999733
India,125.16436
India,246.9247437
India,8380.150391
India,441.0599976
India,406065
India,32518
India,5323.930176
India,21.61000061
India,211.9300995
India,359.309906
India,31689.80078
India,1660.199951
India,631065
India,70617
India,357.8574219
India,0.558239996
India,3.214038849
India,3.91161561
India,126.5599823
India,3.297105074
India,1368.141602
India,135.0824432
India,5440.52002
India,0.059999999
India,392.5769958
India,821.8859863
India,32056.30078
India,3561.899902
India,1004440
India,53670
India,16797.59961
India,0.100000001
India,777.9379883
India,1905.312012
India,68991.60156
India,7910
India,1921920
India,100330
India,1177.572388
India,19.52995682
India,25.86639977
India,274.8168945
India,21.34802818
India,4165.51709
India,164.2970123
India,1295.428467
India,0.001240148
India,3.13287E-05
India,0.000575712
India,0.008393048
India,71.35836792
India,1.802658558
India,33.1266098
India,482.9378662
India,1
India,4
India,0.378645092
India,2
India,0.318365037
India,0.07037998
India,0.009645202
India,1
India,12712.90918
India,124856.7344
India,26932.2207
India,264508.25
India,151337.0781
India,946978.375
India,80200.05469
India,501844.7188
India,10
India,0.30604127
India,1
India,2
India,6
India,2
India,12
India,6
India,0.019486386
India,0.001789673
India,0.008413725
India,0.190642655
India,1121.250977
India,102.9782028
India,484.1275635
India,10969.62012
India,0.009126571
India,0.001947661
India,0.004211613
India,0.093843564
India,525.1448975
India,112.0688629
India,242.3371582
India,5399.779297
India,182.2160492
India,1983.83374
India,172.7055054
India,45721.83203
India,1522.948486
India,29322
India,2.900000095
India,4008.699951
India,3105.570068
India,154120
India,13402
India,6110680
India,159470
India,124388
India,5
India,10184.34961
India,11250.2002
India,497301
India,47813
India,20538600
India,671400
India,9101.603516
India,0.186079994
India,262.9455872
India,8783.169922
India,47.93000031
India,3645.256104
India,5189.594238
India,62214.60156
India,5192
India,2555630
India,82250
India,38095
India,204.6999969
India,7733.25
India,16044.75
India,236874
India,16803
India,8213440
India,393250
India,2776.732178
India,5.314909935
India,120.2371063
India,336.750946
India,945.9737549
India,32.93964767
India,18288.29102
India,650.0006714
India,26
India,15
India,0.308584392
India,2
India,7
India,5
India,31
India,31
Indonesia,51
Indonesia,50
Indonesia,132
Indonesia,54
Italy,214
Italy,40
Italy,646
Italy,824
Italy,0.002039132
Italy,0.120914198
Italy,0.022427892
Italy,0.001757775
Italy,0.002045105
Italy,0.027291968
Italy,0.048737749
Italy,0.006460144
Italy,908
Italy,759
Italy,113
Italy,84
Italy,355
Italy,1
Italy,1350
Italy,459
Italy,3
Italy,1218
Italy,1263
Italy,0.032726154
Italy,0.167680711
Italy,0.038233615
Italy,0.003284967
Italy,3
Italy,1
Italy,0.005935676
Italy,0.04390109
Italy,0.173477635
Italy,0.07475353
Italy,2012
Italy,182
Italy,182
Italy,4
Italy,794
Italy,1438
Italy,6
Italy,1350
Italy,175
Italy,272
Italy,10
Italy,1350
Italy,1710
Italy,1040
Italy,4
Italy,518
Italy,336
Italy,3052
Italy,0.10110198
Italy,0.232048258
Italy,0.052081868
Italy,0.009627637
Italy,0.015271249
Italy,0.064358361
Italy,0.316570729
Italy,0.13531962
Italy,4448
Italy,738
Italy,1256
Italy,4
Italy,1396
Italy,2128
Italy,70
Italy,1679
Italy,418
Italy,780
Italy,1
Italy,38
Italy,38
Italy,166
Italy,2908
Italy,1382.290039
Italy,4
Italy,2694.709961
Italy,1438.709961
Italy,5830.290039
Italy,1.398086786
Italy,0.154388979
Italy,0.389388651
Italy,0.085879564
Italy,0.022507574
Italy,0.038376238
Italy,0.004726791
Italy,2298
Italy,393
Italy,2424
Italy,0.02964971
Italy,0.045951415
Italy,2
Italy,0.034693558
Italy,0.093856722
Italy,0.27121672
Italy,0.247344434
Italy,0.903145432
Italy,7809.359863
Italy,2864
Italy,5554.709961
Italy,6
Italy,2022
Italy,3240
Italy,29
Italy,46
Italy,7
Italy,520
Italy,612
Italy,106
Italy,60
Italy,3852
Italy,4978
Italy,6
Italy,10352.70996
Italy,4798
Italy,12787.36035
Italy,1.353547573
Italy,0.50921917
Italy,0.337969929
Italy,0.109934054
Italy,0.059306141
Italy,0.105078764
Italy,573
Italy,2860
Italy,864
Italy,8312
Italy,0.532128453
Italy,0.019595278
Italy,0.000495317
Italy,0.101843648
Italy,0.136934146
Italy,0.543318689
Italy,0.894109547
Italy,1.547252297
Italy,23450.35938
Italy,6471
Italy,16823.71094
Italy,6
Italy,10663
Italy,4870
Italy,65
Italy,537
Italy,1018
Italy,4
Italy,4
Italy,39
Italy,11
Italy,1085
Italy,586
Italy,49
Italy,6315
Italy,32485
Italy,98
Italy,44230.71094
Italy,27407
Italy,55307
Italy,1.5496521
Italy,4.334908009
Italy,0.712545931
Italy,0.182769895
Italy,0.261240095
Italy,0.004571877
Italy,0.05455808
Italy,0.577087164
Italy,53
Italy,1231
Italy,12150
Italy,2247
Italy,20224
Italy,382
Italy,0.658824801
Italy,0.032220371
Italy,0.005509698
Italy,0.618657768
Italy,0.283004045
Italy,1.917604685
Italy,9.466155052
Italy,2.403433561
Italy,122138
Italy,70739
Italy,113583
Italy,489
Italy,67273
Italy,9441
Italy,84
Italy,669
Italy,3129
Italy,8
Italy,47
Japan,312
Japan,2442
Japan,3520
Japan,0.055476099
Japan,0.005213596
Japan,0.024121288
Japan,0.327536613
Japan,0.005627336
Japan,0.000919022
Japan,0.149383023
Japan,16127
Japan,15
Japan,15
Japan,12607
Japan,849
Japan,849
Japan,801
Japan,0.018774055
Japan,2
Japan,2
Japan,4
Japan,6
Japan,0.033495229
Japan,1381
Japan,2487
Japan,3336
Japan,13469
Japan,10983
Japan,10968
